Cobi_24_1_S54	Cobi_24_2_S55	TNF_24_1_S58	TNF_24_2_S59	UT_24_1_S52	UT_24_2_S53
AC022616.1	0	0	0	0	0	0
AC134698.1	0	0	0	0	0	0
AC134698.4	0	0	0	0	0	0
AC134698.3	0	0	0	0	0	0
SNX18P27	0	0	0	0	0	0
AC134698.5	0	0	0	0	0	0
CYP4F44P	0	0	0	0	0	0
AC134698.2	0	0	0	0	0	0
AC139365.2	0	0	0	0	0	0
AC139365.1	0	0	0	0	0	0
AC118650.1	0	0	0	0	0	0
HSPA8P13	0	0	0	0	0	0
ASNSP1	0	0	0	0	1	0
AC104576.1	0	0	0	0	0	0
ASNSP4	0	0	0	0	0	0
AC021451.1	0	0	0	0	0	0
TRIM60P15	0	0	0	0	0	0
AC021451.2	0	0	0	0	0	0
AC021451.3	0	0	0	0	0	0
LINC00293	0	0	0	0	0	0
MTND2P38	0	0	0	0	0	0
MTND1P7	0	0	0	0	0	0
RNU6-656P	0	0	0	0	0	0
MTCYBP20	0	0	0	0	0	0
MTND6P20	0	0	0	0	0	0
AC091163.3	0	0	0	0	0	0
AC091163.1	0	0	0	0	0	0
AC091163.2	0	0	0	0	0	0
MAPK6P4	0	0	1	0	0	2
RN7SKP32	0	0	0	0	0	0
AC120036.1	11	2	0	1	0	0
AC120036.5	0	0	0	0	0	0
RNU6-819P	0	0	0	0	0	0
RPL10AP2	0	0	0	0	0	0
NDUFA5P12	2	1	7	5	5	3
AC120036.3	1	0	0	0	0	0
AC120036.4	0	0	0	0	0	0
ATP6V1G1P2	0	0	0	0	0	0
AC120036.2	0	0	0	0	0	0
IGLV8OR8-1	0	0	0	0	0	0
SPIDR	550	548	543	502	616	739
AC024451.2	0	0	0	1	0	0
AC024451.4	3	0	1	1	2	1
AC024451.1	0	0	0	0	0	0
AC024451.3	0	0	0	0	0	0
RNU6-665P	0	0	0	0	0	0
CEBPD	130	102	81	82	49	44
PRKDC	6933	7112	12528	12100	13482	15259
AC103686.1	0	0	0	0	0	0
AC021236.1	0	0	0	0	0	0
MCM4	995	1034	4196	3847	4617	5496
RNU6-519P	1	0	0	0	0	0
UBE2V2	727	658	1342	1265	974	1401
AC104989.1	0	0	0	0	0	0
IDI1P2	0	0	0	0	0	0
RNU6-295P	0	0	0	0	0	0
RNA5SP531	0	0	0	0	0	0
RPL29P19	0	0	0	0	0	0
AC041040.1	0	0	0	0	0	0
AC026904.1	0	0	0	0	0	0
AC026904.2	0	0	0	0	0	0
AC022915.2	0	0	0	0	0	0
LINC02599	0	0	0	0	0	0
LINC02847	0	0	0	0	0	0
AC022915.1	0	0	0	0	0	0
AC022915.3	0	0	0	0	0	0
EFCAB1	0	0	0	0	0	0
AC100805.1	1	1	0	0	1	0
AC013701.1	0	0	0	0	1	0
SNAI2	2	2	4	2	0	6
AC013701.2	0	0	0	0	0	0
AC044893.2	0	0	0	0	0	0
PPDPFL	0	0	0	0	0	0
AC044893.1	0	0	0	0	0	0
RN7SKP294	0	0	0	0	0	0
RFPL4AP7	0	0	0	0	0	0
AC090155.2	0	0	0	0	0	0
AC090155.1	0	0	0	0	0	0
PSAT1P1	0	0	0	0	0	0
AC113145.1	0	0	0	0	0	0
AC023762.1	0	0	0	0	0	0
SNTG1	0	0	0	0	0	0
AC090539.1	0	0	0	0	0	0
AC090539.2	0	0	0	0	0	0
CYCSP22	0	0	0	0	0	0
AC087272.1	0	0	0	0	0	0
AC090919.1	0	0	0	0	0	0
AC012413.1	0	0	0	0	0	0
PXDNL	2	1	0	0	3	1
BRIX1P1	0	0	0	0	0	0
BTF3P1	0	0	0	0	0	0
AC090186.1	1	0	0	0	0	1
PCMTD1	574	521	282	316	307	385
AC103769.1	0	0	0	0	0	0
AC064807.1	39	40	13	22	22	24
AC064807.4	2	0	0	1	0	0
AC064807.2	0	0	0	0	0	0
AC064807.3	0	0	0	0	0	0
ST18	0	0	0	0	0	0
AC021915.2	0	0	0	0	0	0
AC021915.1	0	0	0	0	0	0
AC103831.1	1	0	0	0	0	0
RPL34P17	0	0	0	0	0	0
ALKAL1	0	1	0	0	0	1
RB1CC1	1239	1184	1640	1720	1499	1797
AC113139.1	0	1	0	1	2	0
NPBWR1	0	0	0	0	0	0
AC009800.1	0	0	0	0	0	0
AC009646.1	0	0	0	0	0	0
AC009646.2	0	1	0	0	0	0
OPRK1	0	0	0	0	0	1
AC131902.1	0	0	0	0	0	0
AC022034.3	1	0	0	0	0	0
AC131902.2	0	0	0	0	0	0
AC022034.1	14	10	0	1	0	0
AC022034.4	0	0	0	0	0	0
AC022034.2	1	0	0	0	0	0
MAPK6P1	0	0	0	0	0	0
AC103778.1	0	0	0	0	0	0
ATP6V1H	346	352	473	469	547	569
RGS20	56	55	56	72	65	75
AC113194.1	0	0	0	0	0	1
RPS27AP13	0	0	0	1	0	0
RNU6-1331P	0	0	0	0	1	0
TCEA1	1477	1546	2498	2549	2346	2688
AC100821.1	0	0	0	0	0	0
AC100821.2	2	1	1	3	3	3
LYPLA1	1055	965	2132	2082	1571	2311
TDGF1P5	0	0	0	0	0	0
AC060764.2	0	0	0	0	0	0
MRPL15	473	443	838	754	767	874
RNU6ATAC32P	0	0	0	1	0	0
AC060764.1	0	0	0	0	0	0
AC044836.1	0	0	0	0	0	0
RNU105C	0	0	0	0	0	0
AC027250.1	0	0	0	0	0	0
AC027250.2	0	0	0	0	0	0
RN7SL250P	0	0	0	0	0	0
SOX17	0	0	0	0	0	0
AC091076.1	0	0	0	0	0	0
TRMT112P7	0	0	0	0	0	0
RP1	0	0	0	0	0	0
SEC11B	14	7	7	4	5	6
AC090151.1	0	0	0	0	0	0
AC084834.1	0	0	0	0	0	0
XKR4	0	0	0	0	0	0
AC022679.2	0	0	0	0	0	0
AC022679.1	0	0	0	0	0	0
SBF1P1	0	0	0	0	2	0
AC090200.1	0	0	0	0	0	0
TMEM68	317	304	398	414	429	472
RNA5SP265	0	0	0	0	0	0
TGS1	486	474	507	527	583	671
LYN	632	675	772	754	731	828
AC018607.1	4	0	0	0	1	1
SNORA1B	0	0	0	0	0	0
RN7SL798P	0	0	0	0	0	0
RN7SL323P	0	0	0	0	0	0
AC046176.1	27	17	46	29	38	46
RPS20	11274	11359	10337	10541	12829	13659
SNORD54	8	6	11	15	3	6
CERNA3	0	1	1	0	1	1
NPM1P21	0	0	0	0	1	0
MOS	0	0	0	0	0	0
AC107376.1	0	0	0	0	0	0
PLAG1	12	4	10	8	13	14
CHCHD7	275	278	204	215	215	228
AC107952.2	1	2	3	3	1	3
AC107952.1	0	0	0	0	0	0
SDR16C5	41	31	68	60	31	35
SDR16C6P	0	0	0	0	0	0
PENK	0	0	0	0	0	0
AC012349.1	0	0	0	0	0	0
SEPTIN10P1	2	5	6	12	10	8
LINC00968	1	0	0	0	0	0
AC013644.1	0	0	0	0	0	0
RPL37P6	12	5	4	5	8	5
AC009597.1	0	0	0	0	0	0
AC009597.2	0	0	0	0	0	1
RNU6-13P	0	0	0	0	0	0
IMPAD1	1585	1595	1870	1775	1760	2401
RNA5SP266	0	0	0	0	0	0
LINC01606	0	0	0	0	0	0
AC025674.1	0	0	0	0	0	0
AC025674.2	0	0	0	0	0	0
LINC00588	0	0	0	0	0	0
RNU6-596P	0	0	0	0	0	0
AC068075.1	0	0	0	0	0	0
RPL30P10	0	0	0	0	0	0
AC068075.2	0	0	0	0	0	0
AC090796.1	0	0	0	0	0	0
AC104051.1	0	0	0	0	0	0
AC104051.2	0	0	0	0	0	1
LINC01602	1	0	1	2	0	1
AC012103.1	0	0	0	0	0	0
FAM110B	0	0	0	0	0	0
AC104350.1	0	0	0	0	0	0
AC027698.1	0	0	0	0	0	0
RPL26P26	0	0	0	0	0	0
AC092819.3	0	0	0	0	0	0
AC092819.1	0	0	0	0	0	0
AC092819.2	0	0	0	0	0	0
UBXN2B	787	830	556	564	761	781
AC009927.1	0	0	1	0	0	0
CYP7A1	0	0	0	0	0	0
PPIAP85	0	0	0	0	0	0
SDCBP	1829	1792	2257	2436	1865	2192
NSMAF	459	479	702	688	637	691
AC068522.1	0	0	2	1	0	2
TOX	6	6	0	1	1	6
RNU4-50P	0	0	0	0	0	0
AC105150.1	0	0	0	0	0	0
AC090152.1	1	2	3	0	3	2
AC087698.1	0	0	0	0	0	0
RNA5SP267	0	0	0	0	0	0
AC087664.3	0	0	0	0	0	0
AC087664.1	0	0	0	0	0	0
AC087664.2	0	0	0	0	0	0
AC107934.1	0	0	0	0	0	0
AC107934.2	0	0	0	0	0	0
AC022709.1	0	0	0	0	0	0
AC021393.1	0	0	0	0	0	0
SLC2A13P1	0	0	0	0	0	0
CA8	37	34	17	18	28	48
LINC01301	13	22	5	4	15	12
PDCL3P1	0	0	0	0	0	0
RAB2A	1496	1314	1305	1253	1237	1642
AC068389.3	0	0	0	0	0	0
AC068389.1	0	1	1	0	0	0
AC068389.2	0	0	0	0	0	0
CHD7	483	528	869	810	631	780
AC113143.1	0	0	0	0	0	0
AC113143.2	0	0	0	0	0	0
IFITM3P8	0	0	0	0	0	0
AC022182.1	1	1	0	0	0	0
AC022182.3	0	0	15	3	3	3
AC022182.2	0	1	0	0	0	0
CLVS1	1	0	0	2	1	0
NPM1P6	4	3	12	17	11	6
AC023866.2	0	0	0	0	0	0
AC023866.1	0	0	0	0	0	0
ASPH	3809	3705	8781	9044	8872	11900
KRT8P3	53	61	13	9	38	28
RN7SKP97	0	4	3	4	2	7
MIR4470	0	0	0	0	0	0
AC091173.1	0	0	21	16	13	8
LINC02842	0	0	0	0	1	1
AC025524.1	0	0	0	0	0	0
LINC02155	0	0	0	0	0	0
C1GALT1P3	0	0	0	0	0	0
NARS1P2	0	0	0	0	0	0
AC104852.1	0	0	0	0	0	0
AC023095.1	0	0	0	0	0	0
NKAIN3	0	0	0	0	0	0
AC018861.2	0	0	0	0	0	0
AC018861.1	0	0	0	0	0	0
AC090577.1	0	0	0	0	0	0
XRCC6P4	0	0	0	0	0	0
SRPK2P	1	3	1	0	6	2
NKAIN3-IT1	0	0	0	0	1	0
AC120042.1	0	0	0	0	0	0
GGH	532	506	790	730	746	836
AC120042.2	0	0	0	0	0	0
TTPA	13	8	14	11	11	18
AC011978.1	0	0	0	0	0	0
YTHDF3-AS1	3	2	8	8	15	19
YTHDF3	1176	1223	1188	1130	1026	1371
AC011978.2	17	14	15	5	13	12
RN7SL135P	0	0	0	0	0	0
AC011124.1	0	0	0	0	0	0
IFITM8P	0	0	0	0	0	0
AC011124.2	0	0	0	0	0	0
AC018953.1	0	0	0	0	0	0
RN7SKP135	0	0	0	0	0	0
AC018953.2	0	0	0	0	0	0
LINC01414	0	0	0	0	0	0
AC069133.1	0	0	0	0	0	0
LINC01289	0	0	0	0	0	0
COX6CP8	0	0	0	0	0	0
MIR124-2HG	0	0	0	0	0	0
MIR124-2	0	0	0	0	0	0
AC012535.1	0	0	0	0	0	0
AC090136.1	0	0	0	0	0	0
AC090136.2	0	0	0	0	0	0
AC090136.3	0	0	0	0	0	0
BHLHE22	0	0	0	0	0	0
CYP7B1	0	0	0	0	0	2
AC104232.2	0	0	0	0	0	0
AC104232.3	0	0	0	0	0	0
AC104232.1	0	0	0	0	0	0
AC087808.1	0	0	0	0	0	0
RPL31P41	0	0	0	0	0	0
LINC00251	0	0	0	0	0	0
PPIAP86	0	0	0	0	0	0
LINC01299	0	0	0	0	0	0
AC100814.2	2	2	2	3	0	1
AC100814.1	0	0	0	0	0	0
ARMC1	664	635	1118	1125	1006	1365
MTFR1	489	483	830	816	782	1008
AC055822.1	0	0	1	1	0	1
PDE7A	276	214	293	251	286	358
AC100812.1	1	0	1	0	0	0
DNAJC5B	1	1	3	5	2	3
AC084082.1	0	0	9	1	2	3
TRIM55	0	0	3	3	5	5
CRH	0	0	0	0	0	0
LINC00967	0	0	0	0	1	0
AC009879.4	1	0	0	0	0	0
RRS1-AS1	0	3	1	1	0	0
RRS1	252	305	423	375	389	383
AC009879.2	69	101	171	137	122	157
AC009879.3	8	8	9	13	7	5
ADHFE1	4	6	7	3	4	3
AC009879.1	0	0	0	0	0	0
VXN	4	3	6	9	2	3
RNU6-1324P	0	0	0	0	0	0
MYBL1	42	39	356	350	281	373
VCPIP1	988	960	794	816	773	1037
AC090154.1	0	0	0	0	0	0
C8orf44	89	87	48	60	85	77
C8orf44-SGK3	221	226	258	258	253	315
SGK3	261	279	338	318	300	422
PTTG3P	0	0	3	0	1	0
MCMDC2	7	1	1	0	4	2
SNHG6	1532	1625	1634	1771	1995	2130
SNORD87	30	35	41	32	29	35
TCF24	0	0	0	0	0	0
PPP1R42	227	256	308	319	337	347
AC110998.1	0	0	0	1	0	0
COPS5	773	778	955	922	973	1069
CSPP1	404	449	632	545	666	714
RNA5SP268	0	0	1	1	1	1
AC087359.1	0	0	0	0	0	0
ARFGEF1	870	866	777	720	862	914
AC021321.2	2	2	4	1	4	1
AC021321.1	5	1	1	3	4	4
AC011037.1	0	0	0	0	0	0
CPA6	0	0	0	0	0	0
NACAP10	0	0	0	0	0	0
AC022874.1	0	0	0	0	0	0
NDUFS5P6	0	0	0	0	0	0
PREX2	0	0	0	0	0	0
AC011853.2	0	0	0	0	0	0
AC011853.1	0	0	0	0	0	0
AC103783.1	0	0	0	0	0	0
RPL31P40	0	0	0	0	0	0
C8orf34-AS1	0	0	0	0	0	0
C8orf34	0	0	0	0	0	0
RPS15AP25	0	0	0	0	0	0
RNA5SP269	0	0	0	0	0	0
AC083967.1	0	0	0	0	0	0
LINC01592	0	0	0	0	0	0
RNU7-102P	0	0	0	0	0	0
AF201337.1	2	6	8	8	7	9
AC021785.1	0	0	0	0	0	0
LINC01603	0	0	0	0	0	0
AC022790.1	0	0	0	0	0	0
SULF1	0	0	0	0	1	0
SLCO5A1	2	4	5	6	2	2
RN7SKP29	0	0	0	0	0	0
AC091047.1	0	0	0	0	0	0
AC079089.3	0	0	0	0	0	0
AC079089.1	0	0	1	0	0	0
AC079089.4	0	0	0	0	0	0
AC079089.2	0	0	0	1	0	1
RN7SL675P	0	0	0	0	0	0
RNA5SP270	0	0	0	0	0	0
AC090574.1	0	0	0	0	0	0
SDCBPP2	0	1	0	0	0	0
SUMO2P20	0	0	0	0	0	0
PRDM14	2	0	0	0	0	0
RNU1-101P	0	0	0	0	0	0
H2AZP2	0	0	1	2	0	2
NCOA2	1045	1142	527	482	627	779
BTF3P12	0	0	0	0	0	0
RNY3P14	0	0	0	0	0	0
AC022730.2	0	0	0	0	0	0
AC022730.3	0	0	0	0	0	0
AC022730.4	0	1	0	0	0	0
RN7SL203P	0	0	0	0	0	0
AC022730.1	0	0	0	0	0	0
AC120194.1	0	0	0	0	0	0
TRAM1	3936	3565	3063	2988	2719	3802
LACTB2-AS1	0	1	1	0	0	3
LACTB2	369	396	459	480	574	649
RN7SL19P	0	0	1	0	1	0
XKR9	0	3	1	1	0	1
AC015687.1	0	1	1	1	0	1
AC020987.1	0	0	0	0	0	0
AC022858.1	0	0	0	0	0	0
EYA1	0	0	0	0	0	0
TRAPPC2P2	0	0	0	0	0	0
AC009446.1	0	0	0	0	0	0
AC104012.2	0	0	0	0	0	0
AC104012.1	0	0	0	0	0	0
MSC-AS1	0	1	0	0	0	0
MSC	1	0	0	0	0	0
RPS20P20	0	0	0	0	0	0
TRPA1	1	0	0	0	0	0
AC078906.1	0	0	0	0	0	0
AC022905.1	0	0	0	0	0	1
RNA5SP271	0	0	0	0	0	0
AC124293.1	0	0	0	0	0	0
AC011131.1	0	0	0	0	0	0
KCNB2	0	0	0	0	0	0
HAUS1P3	0	0	0	0	0	0
AC013562.2	0	0	0	0	0	0
AC013562.1	0	0	0	0	0	0
AC090735.1	0	0	0	0	0	0
AC022893.2	0	0	0	0	0	0
TERF1	710	682	793	716	756	829
RNU6-285P	0	0	0	0	0	0
AC022893.3	0	0	0	0	0	0
AC022893.1	21	19	14	15	12	26
SBSPON	0	0	0	0	0	0
AC100823.1	0	1	0	0	0	0
AC100823.2	0	0	0	0	0	0
C8orf89	0	1	0	0	0	1
PRXL2AP2	0	0	0	0	0	0
RPL7	23221	22605	23299	22440	24538	27328
RDH10	260	266	278	263	246	290
RDH10-AS1	0	0	0	0	0	0
AC111149.1	0	0	0	0	0	0
AC111149.2	0	0	0	0	0	0
STAU2-AS1	1	0	0	0	0	0
STAU2	765	735	521	471	596	744
AC018620.1	0	1	1	0	0	0
AC100784.1	0	0	0	0	0	0
VENTXP6	0	0	0	0	0	0
AC027018.1	0	0	0	0	0	0
AC022826.2	399	381	400	375	421	447
UBE2W	1081	993	1315	1315	1050	1323
AC022826.1	0	0	0	0	0	0
RN7SL760P	0	0	0	0	0	0
AC022868.2	0	0	0	1	1	0
GYG1P1	0	1	0	0	0	0
ELOC	695	586	1020	952	1026	1204
TMEM70	389	450	515	505	527	582
RPS20P21	3	6	6	6	6	12
AC022868.1	0	0	0	0	1	0
LY96	5	1	2	2	1	2
RNU6-1300P	0	0	0	0	0	0
AC087672.2	0	0	0	0	0	0
RPS3AP32	0	0	0	0	0	0
RNU6-1197P	0	0	0	0	0	0
AC087627.1	0	0	0	0	0	0
AC087672.1	0	0	0	0	0	0
JPH1	70	66	307	334	235	303
GDAP1	425	402	319	291	303	339
AC103952.2	1	0	2	3	5	1
AC103952.1	0	0	0	0	0	0
MIR5681A	0	0	0	0	0	0
MIR5681B	0	0	0	0	0	0
MIR2052HG	5	2	2	1	0	6
AC115837.1	13	14	16	12	16	20
AC115837.2	0	0	0	0	0	0
MIR2052	0	0	0	0	0	0
AC011632.1	0	0	0	0	0	0
AC026616.1	0	0	0	0	0	0
PI15	8	16	9	17	8	21
AC011632.2	0	0	0	0	0	0
CRISPLD1	1	0	0	0	0	0
AC100782.1	1	0	0	0	0	0
AC022274.1	0	0	0	0	0	0
CASC9	41	39	18	24	34	25
HIGD1AP6	0	0	0	0	0	0
PKMP4	0	0	0	0	2	0
HNF4G	124	115	132	130	111	112
AC011029.1	11	8	4	5	12	5
RNU2-54P	0	0	0	0	0	0
AC067773.1	0	0	0	0	0	0
LINC01109	0	0	0	0	0	0
LINC01111	1	0	0	0	0	0
ZFHX4-AS1	0	0	0	0	0	1
AC013509.1	0	0	0	0	0	0
MRPL9P1	0	0	0	0	0	0
ZFHX4	671	699	452	393	501	592
AC011716.1	0	0	0	0	0	0
AC023200.1	0	0	0	0	0	1
MIR3149	4	4	1	1	1	4
PEX2	817	905	748	754	888	1123
HIGD1AP18	0	0	0	0	0	0
AC062004.1	0	0	0	0	0	0
AC084706.1	0	0	0	0	0	0
PKIA-AS1	1	1	0	0	0	1
RNU6-1220P	0	0	0	0	0	0
PKIA	87	98	47	79	68	94
AC068700.1	1	4	1	1	2	0
AC068700.2	1	0	0	0	0	3
ZC2HC1A	313	268	233	234	253	344
IL7	9	8	5	12	4	2
AC100854.1	0	0	0	0	0	0
THAP12P7	5	9	9	8	17	26
AC083837.1	2	4	5	8	0	2
LINC02605	1	0	5	1	0	0
AC138646.1	0	0	0	0	0	0
AC100870.1	0	0	0	0	0	0
RPL3P9	0	0	0	0	1	2
STMN2	0	0	0	0	0	0
AC016240.1	0	0	0	0	0	0
HEY1	9	9	11	9	19	14
LINC01607	0	3	5	1	3	2
AC036214.1	4	2	4	2	3	3
RNU7-85P	0	0	0	0	0	0
AC036214.4	0	0	0	0	0	0
MRPS28	502	514	549	568	593	711
AC036214.3	942	988	1199	1150	1290	1506
AC036214.2	19	23	7	19	13	14
AC009686.2	5	6	4	8	4	4
TPD52	1570	1456	2068	1970	1725	2717
AC009686.1	0	0	0	0	0	0
RN7SL41P	0	0	0	0	0	0
MIR5708	0	0	0	0	0	0
AC104212.3	0	0	0	0	0	0
AC034114.2	0	0	0	0	0	0
AC104212.2	0	0	0	0	0	0
AC104212.1	0	0	0	0	0	0
AC034114.1	0	0	0	0	0	0
RNU6-1213P	0	0	0	0	0	0
AC009812.1	6	10	9	13	12	8
AC009812.5	0	1	1	0	1	2
ZBTB10	425	469	1208	1326	810	1003
AC009812.3	0	0	0	0	0	0
AC009812.4	16	17	29	20	20	33
RPSAP47	2	3	2	1	2	2
RNU7-174P	0	0	0	0	0	0
AC009812.2	0	0	0	0	0	0
RNU2-71P	0	0	0	0	0	0
SLC25A51P3	0	0	0	0	0	0
RN7SL107P	0	0	0	0	0	0
ZNF704	421	435	439	432	521	714
CKS1BP7	0	1	1	0	2	3
RNU11-6P	0	0	0	0	0	0
RN7SL308P	0	0	0	0	0	0
HMGB1P41	0	0	0	0	1	0
AC012533.1	0	0	0	0	0	0
PAG1	56	53	95	113	77	125
AC022778.1	0	0	0	0	0	0
AC079209.2	0	0	0	0	0	0
AC079209.1	0	0	0	0	0	0
AC009902.1	0	0	0	0	0	0
UBE2HP1	0	1	0	0	0	0
AC009902.3	1	0	0	0	1	2
AC009902.2	4	9	3	3	4	4
FABP5	973	942	1752	1698	1785	2022
AC018616.1	0	0	0	0	0	0
PMP2	0	0	0	0	0	0
FABP9	0	0	0	0	0	0
FABP4	0	0	0	0	0	0
AC023644.1	0	0	0	0	0	0
FTH1P11	8	7	1	2	5	5
FABP12	0	0	1	0	0	0
IMPA1P1	1	4	0	0	1	3
NIPA2P4	0	0	0	0	0	0
RPS26P34	0	0	0	0	0	0
SLC10A5P1	0	0	0	0	0	0
IMPA1	715	568	1124	1084	901	1162
SLC10A5	13	7	10	7	16	20
AC132219.2	0	0	0	0	0	0
ZFAND1	1085	1103	1937	1942	1891	2134
CHMP4C	204	193	240	266	270	287
AC132219.1	0	0	0	0	0	0
SNX16	125	111	184	174	162	195
HNRNPA1P36	0	0	0	0	0	0
LINC02235	2	2	0	1	1	1
AC060765.2	0	0	0	0	0	0
LINC02839	0	0	0	0	0	0
HNRNPA1P4	6	3	7	4	5	6
AC060765.1	0	0	0	0	0	0
AC105031.2	0	0	0	0	0	0
AC105031.1	0	0	0	0	0	0
AC090095.1	0	0	0	0	0	0
AC090132.1	0	0	0	0	0	0
AC090132.2	0	0	0	0	0	0
LINC01419	0	0	0	0	0	0
AC015522.1	0	0	0	0	0	0
TPM3P3	0	0	0	0	0	0
AC012400.1	0	0	0	0	0	0
RALYL	0	0	0	0	0	0
RNU6-1040P	0	0	0	0	0	0
PSMC2P2	0	0	0	0	0	0
AC009901.1	0	0	0	0	0	0
AC009901.2	0	0	0	0	0	0
ACTBP6	0	0	0	0	0	0
JCHAINP1	0	0	0	0	0	0
AC091175.1	0	0	0	0	0	0
LRRCC1	319	276	291	296	335	398
AC011773.4	1	1	0	1	2	2
E2F5	158	146	131	120	166	150
AC011773.1	0	0	0	0	0	0
RBIS	841	783	916	838	954	1244
CA13	197	157	200	172	195	196
AC011773.3	1	1	0	0	0	3
AC011773.2	0	0	0	0	0	0
CA1	0	1	0	0	0	0
CA3	9	10	8	3	7	13
CA3-AS1	2	2	3	5	6	5
CA2	141	149	414	381	422	481
AC084734.1	0	0	0	1	0	0
AC093331.1	0	0	0	0	0	0
REXO1L8P	0	0	0	0	0	0
REXO1L3P	0	0	0	0	0	0
REXO1L1P	0	0	0	0	0	0
REXO1L12P	0	0	0	0	0	1
REXO1L11P	0	0	0	0	0	0
REXO1L10P	0	0	0	0	0	0
REXO1L9P	0	0	0	0	0	0
REXO1L2P	0	0	0	0	0	0
AC232323.1	0	0	0	0	0	0
REXO1L4P	0	0	0	0	0	0
REXO1L5P	0	0	0	0	0	0
REXO1L6P	0	0	0	0	0	0
AC100801.1	0	0	0	0	0	0
LINC02849	0	0	0	0	0	0
AC100801.2	0	0	0	0	0	0
ATP6V0D2	0	0	0	0	0	0
AC023194.1	0	0	0	0	0	0
AC023194.2	0	0	0	0	0	0
PSKH2	0	0	0	0	0	0
AC023194.3	0	0	0	0	0	0
AC084128.1	0	0	0	0	0	0
SLC7A13	0	0	0	0	0	1
AC103760.1	4	4	3	2	2	1
WWP1	913	976	1076	1101	997	1241
RMDN1	968	1010	951	868	1079	1150
NTAN1P2	8	3	1	4	7	7
SLC2A3P4	0	0	0	0	0	2
CPNE3	3812	3689	3176	3153	3191	4193
CNGB3	0	0	0	0	0	0
MIOXP1	0	0	0	0	0	0
GOLGA2P1	0	0	0	0	0	0
UBE2Q2P10	0	0	0	0	0	0
AC090572.3	0	0	0	0	0	0
AC090572.2	0	0	0	0	0	0
AC090572.1	0	0	0	0	0	0
CNBD1	0	0	0	0	0	0
AF121898.1	0	0	0	0	0	0
VTA1P2	0	0	0	0	0	0
IARS2P1	0	0	0	0	0	0
SOX5P1	0	0	0	0	0	0
AC005066.1	0	0	0	0	0	0
DCAF4L2	0	0	0	0	0	0
AC037450.1	0	0	0	0	0	0
MMP16	2	0	1	1	0	1
AC090578.1	0	0	0	0	0	0
RNA5SP272	0	0	0	0	0	0
AC090568.1	0	0	0	0	0	0
AC090578.2	13	3	3	3	2	4
AC090578.3	18	17	1	7	6	3
RPSAP74	1	0	0	0	0	0
KRT8P4	1	2	1	0	0	1
AF117829.1	184	155	125	117	136	140
RIPK2	478	466	723	643	592	597
COX6B1P6	0	0	0	0	0	0
AF117829.2	0	0	0	0	0	0
RNU6-925P	0	2	0	0	1	0
OSGIN2	648	632	863	910	1010	1144
NBN	1252	1279	1487	1484	1199	1246
DECR1	652	691	337	302	472	488
CALB1	5	0	1	2	2	2
AC004083.1	1	5	0	0	2	1
LINC00534	0	1	0	0	0	0
RNA5SP273	0	0	0	0	0	0
LINC01030	0	0	0	0	0	0
TMEM64	1639	1461	955	938	848	1302
AC106038.1	3	1	0	0	4	0
AC106038.2	0	0	0	0	0	0
NECAB1	5	0	0	1	0	0
AC103770.1	0	0	0	0	0	1
C8orf88	5	2	0	1	1	6
PIP4P2	126	102	168	145	198	225
AC087439.1	0	0	0	0	0	0
AC087439.2	0	0	0	0	0	0
OTUD6B-AS1	620	535	594	620	532	631
OTUD6B	436	369	579	532	465	614
LRRC69	15	14	11	19	20	17
AC104966.1	2	1	0	0	0	0
MIR4661	0	0	0	0	0	0
SLC26A7	22	18	15	12	15	19
AC103409.1	0	0	0	0	0	0
RN7SKP231	0	0	0	0	0	0
PRR13P7	0	0	0	0	0	0
MRPS16P1	0	0	0	0	0	0
RUNX1T1	0	0	0	0	0	0
AF181450.1	0	0	0	0	0	0
AC104339.1	0	0	0	0	0	0
AC022695.1	0	0	0	0	0	0
AC022695.2	0	0	0	0	0	0
AC022695.3	0	0	0	0	0	0
AC091096.1	0	0	0	0	0	0
AC104211.2	0	0	0	0	0	0
AC104211.4	0	0	0	0	0	1
AC104211.1	1	2	0	0	3	1
AC104211.3	0	0	0	0	0	0
AC117834.2	0	0	0	0	0	0
AC117834.1	0	0	0	0	0	0
TRIQK	423	438	427	396	395	513
IRF5P1	0	0	0	0	0	0
MIR8084	0	0	0	0	0	0
C8orf87	0	0	0	0	0	0
LINC00535	7	9	6	6	11	12
AC016885.1	0	0	0	0	0	0
AC016885.3	0	0	0	0	0	0
AC016885.2	0	0	0	0	0	0
RNA5SP274	0	0	0	0	0	0
ZNF317P1	0	0	0	0	0	0
FAM92A	742	704	856	817	919	1123
AC120053.1	13	12	6	11	14	20
AC010834.3	4	6	5	1	2	2
RBM12B	1072	996	851	801	900	1088
AC010834.1	1	2	0	0	0	0
RBM12B-AS1	1	0	0	1	0	0
AC010834.2	16	21	4	8	7	19
TMEM67	550	576	420	414	517	635
AC084346.1	2	7	8	10	7	6
MYL12AP1	1	0	1	0	2	0
PDP1	13955	13839	15509	15284	16178	19015
MIR378D2HG	2	8	3	5	5	9
MIR378D2	0	5	1	0	1	5
PSMA2P2	0	0	0	0	0	0
RPL34P18	19	24	19	13	26	28
AC105081.1	0	0	0	0	0	0
AP003351.1	0	0	0	0	0	0
CDH17	1	1	0	0	2	1
AP003478.1	0	0	0	0	0	0
GEM	116	113	367	384	459	480
